,Daily Global Risk Appetite,Equity-Only Risk Appetite,US Credit Risk Appetite (New)
29/12/2000,-2.93,-1.76,-0.91
01/01/2001,-2.96,-1.75,-0.93
02/01/2001,-3.17,-1.62,-0.99
03/01/2001,-3.07,-2.12,-0.9
04/01/2001,-2.8,-1.44,-0.77
05/01/2001,-2.86,-1.2,-0.48
08/01/2001,-2.88,-1.18,-0.28
09/01/2001,-2.83,-1.07,-0.14
10/01/2001,-2.78,-1.11,0.03
11/01/2001,-2.69,-1.08,-0.14
12/01/2001,-2.56,-0.94,0.24
15/01/2001,-2.52,-0.92,0.24
16/01/2001,-2.55,-1.09,-0.12
17/01/2001,-2.41,-0.97,-0.12
18/01/2001,-2.38,-1.03,0.06
19/01/2001,-2.24,-0.78,0.07
22/01/2001,-2.19,-0.75,0.13
23/01/2001,-2.12,-0.81,0.31
24/01/2001,-2.05,-0.81,0.6
25/01/2001,-2.06,-0.72,0.76
26/01/2001,-2.13,-0.83,0.73
29/01/2001,-2.11,-0.94,1.02
30/01/2001,-2.1,-0.97,1.08
31/01/2001,-1.98,-0.66,1.24
01/02/2001,-2.06,-0.73,1.43
02/02/2001,-2.07,-0.59,1.36
05/02/2001,-2.21,-0.8,1.13
06/02/2001,-2.13,-0.7,0.72
07/02/2001,-2.29,-0.81,0.69
08/02/2001,-2.25,-0.65,0.79
09/02/2001,-2.4,-0.69,0.79
12/02/2001,-2.37,-0.77,0.54
13/02/2001,-2.37,-0.61,0.64
14/02/2001,-2.42,-0.64,0.57
15/02/2001,-2.25,-0.51,0.55
16/02/2001,-2.45,-0.48,0.5
19/02/2001,-2.55,-0.61,0.52
20/02/2001,-2.59,-0.46,0.34
21/02/2001,-2.82,-0.69,0.21
22/02/2001,-2.92,-0.94,0.34
23/02/2001,-3.04,-0.98,0.07
26/02/2001,-2.91,-0.95,0.35
27/02/2001,-2.92,-0.85,0.47
28/02/2001,-2.99,-0.78,0.75
01/03/2001,-3.03,-0.75,0.84
02/03/2001,-2.95,-0.56,0.69
05/03/2001,-2.81,-0.45,0.69
06/03/2001,-2.67,-0.4,0.86
07/03/2001,-2.66,-0.43,0.88
08/03/2001,-2.67,-0.47,0.84
09/03/2001,-2.71,-0.35,0.77
12/03/2001,-3.02,-0.39,0.5
13/03/2001,-3.04,-0.47,0.49
14/03/2001,-3.19,-0.42,0.3
15/03/2001,-3.13,-0.47,0.3
16/03/2001,-3.23,-0.4,0.28
19/03/2001,-3.2,-0.52,0.11
20/03/2001,-3.17,-0.35,0.2
21/03/2001,-3.3,-0.49,-0.02
22/03/2001,-3.49,-0.5,-0.23
23/03/2001,-3.27,-0.53,-0.19
26/03/2001,-3.03,-0.58,-0.06
27/03/2001,-2.93,-0.88,0.1
28/03/2001,-2.94,-0.71,0.13
29/03/2001,-3.08,-0.86,0.18
30/03/2001,-3,-0.82,0.3
02/04/2001,-3.04,-0.84,0.24
03/04/2001,-3.25,-0.86,0.14
04/04/2001,-3.25,-0.99,0.21
05/04/2001,-2.97,-1.07,0.35
06/04/2001,-2.99,-0.86,0.31
09/04/2001,-2.93,-0.85,0.3
10/04/2001,-2.72,-0.9,0.43
11/04/2001,-2.58,-0.76,0.54
12/04/2001,-2.43,-0.78,0.63
13/04/2001,-2.39,-0.72,0.67
16/04/2001,-2.35,-0.71,0.72
17/04/2001,-2.4,-0.85,0.64
18/04/2001,-2.08,-0.86,0.92
19/04/2001,-1.9,-0.77,1.1
20/04/2001,-2.03,-0.88,1.14
23/04/2001,-2.18,-0.86,0.89
24/04/2001,-2.15,-0.73,0.98
25/04/2001,-2.1,-0.83,1.15
26/04/2001,-2.04,-0.78,1.37
27/04/2001,-1.84,-0.71,1.5
30/04/2001,-1.73,-0.6,1.7
01/05/2001,-1.73,-0.8,1.81
02/05/2001,-1.71,-0.76,2.09
03/05/2001,-1.8,-0.59,1.98
04/05/2001,-1.79,-0.72,1.98
07/05/2001,-1.76,-0.69,2.04
08/05/2001,-1.77,-0.64,2
09/05/2001,-1.83,-0.63,1.95
10/05/2001,-1.7,-0.54,2.08
11/05/2001,-1.67,-0.52,2.25
14/05/2001,-1.74,-0.58,2.46
15/05/2001,-1.72,-0.71,2.6
16/05/2001,-1.65,-0.83,2.57
17/05/2001,-1.38,-0.56,2.61
18/05/2001,-1.26,-0.43,2.9
21/05/2001,-1.1,-0.44,2.83
22/05/2001,-1,-0.33,2.69
23/05/2001,-0.98,-0.2,2.69
24/05/2001,-0.93,-0.27,2.76
25/05/2001,-0.95,-0.18,2.89
28/05/2001,-0.97,-0.22,2.93
29/05/2001,-0.98,-0.18,3.07
30/05/2001,-1.07,-0.06,3.21
31/05/2001,-1.04,0,3.24
01/06/2001,-1.01,-0.01,3.41
04/06/2001,-0.91,0.03,3.49
05/06/2001,-0.93,-0.14,3.55
06/06/2001,-0.88,-0.03,3.51
07/06/2001,-0.81,-0.06,3.61
08/06/2001,-0.72,0.07,3.65
11/06/2001,-0.83,0,3.6
12/06/2001,-0.93,-0.07,3.52
13/06/2001,-0.91,0.02,3.52
14/06/2001,-1.01,0.11,3.58
15/06/2001,-1.03,0.17,3.4
18/06/2001,-1.17,0.02,3.1
19/06/2001,-1.18,-0.08,3.28
20/06/2001,-1.21,-0.26,3.23
21/06/2001,-1.16,-0.36,3.34
22/06/2001,-1.16,-0.3,3.43
25/06/2001,-1.19,-0.32,3.49
26/06/2001,-1.2,-0.38,3.29
27/06/2001,-1.19,-0.36,3.41
28/06/2001,-1.15,-0.58,3.57
29/06/2001,-1.03,-0.58,3.36
02/07/2001,-1.03,-0.73,3.55
03/07/2001,-1.11,-0.84,3.5
04/07/2001,-1.17,-0.87,3.44
05/07/2001,-1.28,-0.86,3.31
06/07/2001,-1.61,-0.93,3.19
09/07/2001,-1.68,-1.11,3
10/07/2001,-1.85,-1.18,2.78
11/07/2001,-2.12,-1.46,2.37
12/07/2001,-2.1,-1.66,2.13
13/07/2001,-2.13,-1.81,1.94
16/07/2001,-2.26,-1.89,1.89
17/07/2001,-2.28,-1.94,1.86
18/07/2001,-2.39,-1.81,1.8
19/07/2001,-2.29,-1.71,1.86
20/07/2001,-2.35,-1.75,1.77
23/07/2001,-2.32,-1.46,1.76
24/07/2001,-2.41,-1.43,1.74
25/07/2001,-2.42,-1.58,1.8
26/07/2001,-2.35,-1.54,1.78
27/07/2001,-2.35,-1.54,1.85
30/07/2001,-2.31,-1.49,1.96
31/07/2001,-2.29,-1.59,2.04
01/08/2001,-2.26,-1.65,2.18
02/08/2001,-2.17,-1.7,2.1
03/08/2001,-2.17,-1.63,2.14
06/08/2001,-2.22,-1.65,2.18
07/08/2001,-2.21,-1.78,2.3
08/08/2001,-2.26,-1.61,2.41
09/08/2001,-2.32,-1.61,2.4
10/08/2001,-2.29,-1.57,2.54
13/08/2001,-2.22,-1.45,2.34
14/08/2001,-2.12,-1.44,2.38
15/08/2001,-2.11,-1.42,2.39
16/08/2001,-2.08,-1.36,2.31
17/08/2001,-2.19,-1.27,2.33
20/08/2001,-2.15,-1.34,2.36
21/08/2001,-2.13,-1.28,2.45
22/08/2001,-2.01,-1.25,2.52
23/08/2001,-1.97,-1.17,2.67
24/08/2001,-1.82,-1.25,2.85
27/08/2001,-1.7,-1.11,2.9
28/08/2001,-1.76,-1.02,3.02
29/08/2001,-1.78,-0.93,3.06
30/08/2001,-1.86,-0.82,3.07
31/08/2001,-1.77,-0.81,2.96
03/09/2001,-1.77,-0.74,2.97
04/09/2001,-1.61,-0.87,2.8
05/09/2001,-1.61,-0.83,2.76
06/09/2001,-1.7,-0.63,2.53
07/09/2001,-1.83,-0.54,2.27
10/09/2001,-1.86,-0.63,2.18
11/09/2001,-2.15,-0.9,2.17
12/09/2001,-2.24,-1.01,2.16
13/09/2001,-2.31,-1.13,1.46
14/09/2001,-2.63,-1.48,1.03
17/09/2001,-2.68,-1.14,1.09
18/09/2001,-2.57,-1.01,1.43
19/09/2001,-2.51,-0.76,1.75
20/09/2001,-2.72,-0.66,1.37
21/09/2001,-2.92,-0.7,1.29
24/09/2001,-2.65,-0.91,1.73
25/09/2001,-2.63,-0.99,1.56
26/09/2001,-2.66,-0.96,1.57
27/09/2001,-2.7,-1.14,1.63
28/09/2001,-2.53,-1.25,1.95
01/10/2001,-2.66,-1.37,1.86
02/10/2001,-2.69,-1.56,1.84
03/10/2001,-2.79,-1.81,2.01
04/10/2001,-2.62,-1.53,2.15
05/10/2001,-2.7,-1.5,1.81
08/10/2001,-2.8,-1.53,1.77
09/10/2001,-2.71,-1.2,1.55
10/10/2001,-2.56,-1.24,1.58
11/10/2001,-2.27,-1,1.71
12/10/2001,-2.36,-1.04,1.69
15/10/2001,-2.51,-1.05,1.73
16/10/2001,-2.47,-0.99,2.03
17/10/2001,-2.42,-0.64,1.98
18/10/2001,-2.64,-0.71,1.85
19/10/2001,-2.71,-0.81,1.76
22/10/2001,-2.63,-0.84,1.66
23/10/2001,-2.55,-0.73,1.57
24/10/2001,-2.57,-0.67,1.09
25/10/2001,-2.71,-0.89,0.94
26/10/2001,-2.63,-0.75,0.73
29/10/2001,-2.83,-0.51,0.47
30/10/2001,-3.06,-0.5,0.19
31/10/2001,-3.08,-0.35,-0.64
01/11/2001,-3.1,-0.57,-0.66
02/11/2001,-3.05,-0.56,-0.76
05/11/2001,-2.91,-0.51,-0.8
06/11/2001,-2.92,-0.63,-0.37
07/11/2001,-2.99,-0.55,-0.32
08/11/2001,-2.8,-0.38,-0.14
09/11/2001,-2.87,-0.42,-0.23
12/11/2001,-2.98,-0.46,-0.27
13/11/2001,-2.75,-0.39,-0.07
14/11/2001,-2.62,-0.28,0.33
15/11/2001,-2.44,-0.29,0.33
16/11/2001,-2.38,-0.27,0.54
19/11/2001,-2.28,-0.2,0.71
20/11/2001,-2.38,-0.28,0.96
21/11/2001,-2.37,-0.33,1.03
22/11/2001,-2.25,-0.15,0.99
23/11/2001,-2.21,-0.2,0.97
26/11/2001,-2.09,-0.13,1.35
27/11/2001,-2.18,-0.14,1.43
28/11/2001,-2.39,-0.16,1.33
29/11/2001,-2.51,-0.42,1.11
30/11/2001,-2.41,-0.25,0.82
03/12/2001,-2.38,-0.07,0.71
04/12/2001,-2.27,-0.06,1.1
05/12/2001,-1.79,0.05,1.46
06/12/2001,-1.54,0.34,1.89
07/12/2001,-1.45,0.53,1.78
10/12/2001,-1.56,0.61,1.72
11/12/2001,-1.54,0.72,1.72
12/12/2001,-1.53,0.72,1.85
13/12/2001,-1.63,0.79,1.71
14/12/2001,-1.65,0.65,2
17/12/2001,-1.49,0.64,1.83
18/12/2001,-1.54,0.59,1.97
19/12/2001,-1.56,0.55,2.16
20/12/2001,-1.52,0.68,2.41
21/12/2001,-1.42,0.68,2.44
24/12/2001,-1.34,0.78,2.61
25/12/2001,-1.28,0.88,2.64
26/12/2001,-1.18,0.96,2.7
27/12/2001,-0.96,1.13,2.79
28/12/2001,-0.79,1.26,2.85
31/12/2001,-0.77,1.58,2.93
01/01/2002,-0.72,1.68,2.93
02/01/2002,-0.57,1.82,3.45
03/01/2002,-0.3,2.17,3.71
04/01/2002,-0.1,2.32,3.69
07/01/2002,-0.21,2.13,3.69
08/01/2002,-0.29,2.09,3.71
09/01/2002,-0.28,2.13,3.54
10/01/2002,-0.41,2.06,3.14
11/01/2002,-0.4,2.25,2.93
14/01/2002,-0.52,2.19,2.68
15/01/2002,-0.53,2.07,2.79
16/01/2002,-0.63,2.06,2.54
17/01/2002,-0.52,1.88,2.57
18/01/2002,-0.43,2.09,2.75
21/01/2002,-0.41,2.16,2.73
22/01/2002,-0.37,2.36,2.79
23/01/2002,-0.25,2.4,2.91
24/01/2002,-0.11,2.5,3.09
25/01/2002,-0.06,2.47,3.01
28/01/2002,0.01,2.49,2.88
29/01/2002,-0.14,2.78,2.5
30/01/2002,-0.29,2.44,2.33
31/01/2002,-0.14,2.46,2.31
01/02/2002,-0.14,2.6,2.21
04/02/2002,-0.32,2.77,1.16
05/02/2002,-0.48,2.71,0.58
06/02/2002,-0.5,2.79,0.51
07/02/2002,-0.52,2.55,1.05
08/02/2002,-0.58,2.24,1.41
11/02/2002,-0.56,1.95,1.22
12/02/2002,-0.5,2.01,1.24
13/02/2002,-0.33,2.06,1.2
14/02/2002,-0.21,2.19,0.88
15/02/2002,-0.35,2.11,0.78
18/02/2002,-0.34,2.06,0.8
19/02/2002,-0.47,2.15,0.44
20/02/2002,-0.51,1.84,0.1
21/02/2002,-0.39,1.96,0.53
22/02/2002,-0.45,1.71,0.7
25/02/2002,-0.32,1.55,1.07
26/02/2002,-0.2,1.56,1.51
27/02/2002,0.04,1.76,1.81
28/02/2002,0.14,1.83,1.58
01/03/2002,0.42,1.72,1.5
04/03/2002,0.88,1.86,1.78
05/03/2002,0.95,1.98,1.82
06/03/2002,1.12,1.9,2.03
07/03/2002,1.39,2.03,2.75
08/03/2002,1.64,2.04,2.88
11/03/2002,1.73,1.88,2.65
12/03/2002,1.73,1.83,2.4
13/03/2002,1.79,2.04,2.19
14/03/2002,1.97,2.08,2.19
15/03/2002,2.17,2.03,2.07
18/03/2002,2.32,2.25,2.17
19/03/2002,2.49,2.19,2.35
20/03/2002,2.59,2.6,2.4
21/03/2002,2.72,2.78,2.51
22/03/2002,2.91,3.19,2.57
25/03/2002,2.81,3.17,2.35
26/03/2002,2.85,3.18,2.3
27/03/2002,2.98,3.33,2.18
28/03/2002,3.07,3.35,2.44
29/03/2002,3.02,3.39,2.42
01/04/2002,3.02,3.36,2.52
02/04/2002,2.99,3.52,2.51
03/04/2002,2.9,3.56,2.35
04/04/2002,2.83,3.56,2.06
05/04/2002,2.84,3.8,1.83
08/04/2002,2.58,3.49,1.6
09/04/2002,2.58,3.77,1.34
10/04/2002,2.56,3.62,0.99
11/04/2002,2.45,4.05,0.76
12/04/2002,2.36,3.88,0.68
15/04/2002,2.46,4.15,0.63
16/04/2002,2.54,3.79,1.16
17/04/2002,2.68,3.95,1.51
18/04/2002,2.53,3.69,1.71
19/04/2002,2.45,3.52,0.93
22/04/2002,2.27,3.45,0.02
23/04/2002,2.23,3.49,-0.66
24/04/2002,2.1,3.41,-0.96
25/04/2002,1.87,3.15,-0.97
26/04/2002,1.86,3.44,-0.95
29/04/2002,1.74,3.24,-2.17
30/04/2002,1.69,3.06,-2.56
01/05/2002,1.6,2.84,-3.58
02/05/2002,1.58,2.85,-3.41
03/05/2002,1.44,2.87,-3.37
06/05/2002,1.31,2.97,-3.42
07/05/2002,1.2,2.97,-3.34
08/05/2002,1.37,2.64,-2.73
09/05/2002,1.27,2.71,-2.89
10/05/2002,1.07,2.74,-3.08
13/05/2002,1.04,2.41,-3.43
14/05/2002,1.11,2.21,-3.48
15/05/2002,1.1,2.23,-3.46
16/05/2002,1.03,2.07,-3.56
17/05/2002,1,1.94,-3.86
20/05/2002,0.87,2,-3.96
21/05/2002,0.72,1.97,-3.69
22/05/2002,0.55,1.69,-3.85
23/05/2002,0.47,1.42,-3.93
24/05/2002,0.42,1.55,-3.82
27/05/2002,0.39,1.56,-3.89
28/05/2002,0.3,1.61,-3.73
29/05/2002,0.17,1.58,-3.75
30/05/2002,-0.06,1.34,-3.88
31/05/2002,-0.12,1.16,-3.85
03/06/2002,-0.17,1.39,-3.29
04/06/2002,-0.39,1.15,-3.29
05/06/2002,-0.43,0.98,-3.34
06/06/2002,-0.5,1.16,-3.46
07/06/2002,-0.66,0.94,-3.81
10/06/2002,-0.65,0.94,-3.87
11/06/2002,-0.62,1.12,-3.97
12/06/2002,-0.82,0.86,-4.19
13/06/2002,-0.91,1.04,-4.31
14/06/2002,-1.24,0.81,-4.92
17/06/2002,-1.19,0.43,-4.95
18/06/2002,-1.19,0.44,-5.27
19/06/2002,-1.51,0.38,-5.39
20/06/2002,-1.65,0.28,-5.35
21/06/2002,-1.82,0.36,-5.77
24/06/2002,-1.99,0,-6.04
25/06/2002,-1.91,0.28,-5.88
26/06/2002,-2.29,-0.05,-6.61
27/06/2002,-2.06,-0.02,-6.67
28/06/2002,-1.8,0.14,-6.65
01/07/2002,-1.82,0.39,-6.78
02/07/2002,-2.09,0.32,-7.12
03/07/2002,-2.16,0.16,-7.16
04/07/2002,-2.01,0.39,-7.17
05/07/2002,-1.74,0.1,-7.07
08/07/2002,-1.77,0.26,-6.83
09/07/2002,-1.81,0.53,-6.65
10/07/2002,-2.1,0.71,-6.51
11/07/2002,-2.41,0.26,-6.69
12/07/2002,-2.32,0.49,-6.49
15/07/2002,-2.61,0.28,-6.7
16/07/2002,-2.62,0.42,-6.56
17/07/2002,-2.42,0.54,-6.27
18/07/2002,-2.38,0.8,-6.36
19/07/2002,-2.74,0.88,-6.55
22/07/2002,-3.11,0.65,-6.95
23/07/2002,-3.26,0.67,-7.38
24/07/2002,-3.48,-0.43,-7.61
25/07/2002,-3.41,-0.34,-7.86
26/07/2002,-3.49,-0.7,-8.06
29/07/2002,-3.09,-1.13,-7.71
30/07/2002,-3.01,-1.16,-6.6
31/07/2002,-3.13,-1.36,-6.38
01/08/2002,-3.35,-1.14,-5.82
02/08/2002,-3.45,-0.94,-6.08
05/08/2002,-3.8,-1.15,-6.38
06/08/2002,-3.55,-1.33,-6.08
07/08/2002,-3.49,-1.47,-5.96
08/08/2002,-3.16,-1.53,-5.99
09/08/2002,-3.11,-1.54,-5.95
12/08/2002,-3.26,-1.54,-6.02
13/08/2002,-3.29,-1.25,-5.97
14/08/2002,-3.37,-1.78,-5.76
15/08/2002,-3.16,-1.84,-5.14
16/08/2002,-3.03,-1.68,-4.98
19/08/2002,-2.88,-1.64,-4.61
20/08/2002,-3.04,-1.49,-4.41
21/08/2002,-2.94,-1.43,-4.27
22/08/2002,-2.8,-1.48,-3.93
23/08/2002,-3.02,-1.32,-3.95
26/08/2002,-3.14,-1.68,-3.92
27/08/2002,-3.1,-1.28,-3.86
28/08/2002,-3.43,-1.35,-3.95
29/08/2002,-3.6,-1.33,-4.09
30/08/2002,-3.57,-1.19,-4.16
02/09/2002,-3.74,-1.29,-4.17
03/09/2002,-4.18,-1.16,-4.46
04/09/2002,-4.23,-1.23,-4.54
05/09/2002,-4.4,-1.21,-4.5
06/09/2002,-4.24,-1.1,-4.45
09/09/2002,-4.28,-1.3,-4.48
10/09/2002,-4.2,-1.21,-4.37
11/09/2002,-4.03,-0.94,-4.36
12/09/2002,-4.31,-0.97,-4.08
13/09/2002,-4.52,-1.16,-4.1
16/09/2002,-4.64,-1.36,-4.11
17/09/2002,-4.7,-1.3,-3.98
18/09/2002,-4.92,-1.56,-4.06
19/09/2002,-5.13,-1.6,-4.24
20/09/2002,-5.12,-1.58,-4.29
23/09/2002,-5.35,-1.73,-4.37
24/09/2002,-5.51,-1.75,-4.63
25/09/2002,-5.37,-1.82,-4.47
26/09/2002,-5.1,-1.77,-4.38
27/09/2002,-5.25,-1.88,-4.38
30/09/2002,-5.53,-2.06,-4.5
01/10/2002,-5.32,-2.19,-4.39
02/10/2002,-5.22,-1.85,-4.3
03/10/2002,-5.31,-1.82,-4.38
04/10/2002,-5.43,-1.84,-4.56
07/10/2002,-5.59,-1.73,-4.64
08/10/2002,-5.6,-1.93,-4.78
09/10/2002,-5.76,-1.82,-4.99
10/10/2002,-5.53,-1.82,-4.8
11/10/2002,-5.13,-1.92,-4.35
14/10/2002,-5.11,-2.06,-4.29
15/10/2002,-4.53,-2.1,-3.9
16/10/2002,-4.57,-1.95,-3.97
17/10/2002,-4.25,-1.76,-3.51
18/10/2002,-4.17,-1.69,-3.51
21/10/2002,-4.04,-1.68,-3.32
22/10/2002,-4.1,-1.64,-3.04
23/10/2002,-4.19,-1.84,-2.81
24/10/2002,-4.12,-1.55,-2.56
25/10/2002,-4.09,-1.66,-2.47
28/10/2002,-4.04,-1.45,-2.17
29/10/2002,-4.32,-1.66,-2.16
30/10/2002,-4.12,-1.52,-1.99
31/10/2002,-4.05,-1.2,-1.56
01/11/2002,-4,-1.34,-1.4
04/11/2002,-3.71,-1.08,-0.89
05/11/2002,-3.62,-1.14,-0.77
06/11/2002,-3.63,-1.26,-0.64
07/11/2002,-3.81,-1.07,-0.75
08/11/2002,-3.92,-0.97,-0.86
11/11/2002,-4.06,-0.79,-0.81
12/11/2002,-3.98,-0.71,-0.9
13/11/2002,-4.01,-0.69,-0.85
14/11/2002,-3.72,-0.5,-0.53
15/11/2002,-3.62,-0.51,-0.23
18/11/2002,-3.57,-0.17,-0.03
19/11/2002,-3.65,-0.22,-0.08
20/11/2002,-3.52,-0.31,0.01
21/11/2002,-3.15,-0.08,0.28
22/11/2002,-3.1,-0.06,0.3
25/11/2002,-3.04,-0.07,0.3
26/11/2002,-3.24,-0.06,0.21
27/11/2002,-2.85,0.14,0.3
28/11/2002,-2.77,0.06,0.31
29/11/2002,-2.72,0.13,0.34
02/12/2002,-2.62,0.27,0.75
03/12/2002,-2.75,0.17,0.67
04/12/2002,-2.78,0.25,0.61
05/12/2002,-2.87,0.24,0.64
06/12/2002,-2.81,0.27,0.64
09/12/2002,-2.99,0.13,0.58
10/12/2002,-2.82,0.18,0.59
11/12/2002,-2.75,0.18,0.73
12/12/2002,-2.77,0.11,0.91
13/12/2002,-2.85,0.08,1.09
16/12/2002,-2.49,0.42,1.33
17/12/2002,-2.56,0.25,1.79
18/12/2002,-2.71,0.18,1.9
19/12/2002,-2.84,-0.08,2.04
20/12/2002,-2.67,0.05,2.17
23/12/2002,-2.66,-0.1,2.3
24/12/2002,-2.67,-0.18,2.42
25/12/2002,-2.61,-0.14,2.53
26/12/2002,-2.59,-0.3,2.63
27/12/2002,-2.83,-0.61,2.73
30/12/2002,-2.73,-0.49,2.83
31/12/2002,-2.68,-0.6,2.9
01/01/2003,-2.64,-0.66,2.96
02/01/2003,-2.14,-0.38,2.6
03/01/2003,-2.02,-0.36,2.9
06/01/2003,-1.74,-0.35,3.09
07/01/2003,-1.77,-0.45,3.37
08/01/2003,-1.87,-0.44,3.51
09/01/2003,-1.57,-0.25,3.69
10/01/2003,-1.47,-0.25,3.96
13/01/2003,-1.38,-0.18,4.15
14/01/2003,-1.27,-0.16,4.13
15/01/2003,-1.36,-0.24,3.96
16/01/2003,-1.32,-0.17,3.83
17/01/2003,-1.56,-0.55,3.77
20/01/2003,-1.5,-0.51,3.87
21/01/2003,-1.56,-0.59,3.89
22/01/2003,-1.66,-0.64,3.91
23/01/2003,-1.61,-0.9,4.19
24/01/2003,-1.87,-1.04,4.15
27/01/2003,-2.09,-1.22,4.17
28/01/2003,-1.99,-1.2,4.39
29/01/2003,-1.86,-0.9,4.48
30/01/2003,-1.83,-0.64,4.61
31/01/2003,-1.7,-0.48,4.75
03/02/2003,-1.59,-0.5,4.85
04/02/2003,-1.9,-0.85,4.81
05/02/2003,-1.85,-0.67,4.86
06/02/2003,-2.07,-0.87,4.72
07/02/2003,-2.26,-1.07,4.61
10/02/2003,-2.27,-1.1,4.43
11/02/2003,-2.19,-0.85,4.38
12/02/2003,-2.36,-1.11,4.27
13/02/2003,-2.45,-1.15,4.02
14/02/2003,-2.22,-1.02,4.03
17/02/2003,-2.08,-0.85,3.96
18/02/2003,-1.91,-0.67,4.07
19/02/2003,-2.14,-1,4.11
20/02/2003,-2.24,-1.06,4.11
21/02/2003,-2.06,-0.84,4.07
24/02/2003,-2.22,-0.99,4.02
25/02/2003,-2.38,-1.16,3.87
26/02/2003,-2.5,-1.28,3.8
27/02/2003,-2.36,-1.16,3.68
28/02/2003,-2.22,-0.97,3.65
03/03/2003,-2.23,-1.06,3.71
04/03/2003,-2.36,-1.13,3.61
05/03/2003,-2.31,-1.1,3.62
06/03/2003,-2.35,-1.17,3.61
07/03/2003,-2.35,-1.11,3.61
10/03/2003,-2.56,-1.28,3.55
11/03/2003,-2.5,-1.12,3.49
12/03/2003,-2.55,-1.43,3.49
13/03/2003,-1.95,-0.9,3.66
14/03/2003,-1.62,-0.57,3.8
17/03/2003,-1.17,-0.22,3.84
18/03/2003,-0.92,-0.04,3.99
19/03/2003,-0.76,-0.07,4.12
20/03/2003,-0.7,-0.25,4.12
21/03/2003,-0.28,0.13,4.29
24/03/2003,-0.73,-0.53,4.32
25/03/2003,-0.48,-0.07,4.46
26/03/2003,-0.42,-0.16,4.71
27/03/2003,-0.42,-0.17,4.85
28/03/2003,-0.44,-0.17,5
31/03/2003,-0.76,-0.31,5.1
01/04/2003,-0.6,-0.13,5.46
02/04/2003,-0.16,0.22,5.76
03/04/2003,-0.13,0.32,5.78
04/04/2003,-0.01,0.49,5.85
07/04/2003,0.27,0.77,5.92
08/04/2003,0.07,0.58,5.9
09/04/2003,-0.09,0.58,5.8
10/04/2003,-0.26,0.3,5.63
11/04/2003,-0.23,0.44,5.69
14/04/2003,-0.08,0.6,5.83
15/04/2003,0.01,0.65,5.9
16/04/2003,-0.12,0.6,5.97
17/04/2003,-0.01,0.75,5.94
18/04/2003,-0.06,0.68,5.88
21/04/2003,-0.12,0.57,5.85
22/04/2003,-0.09,0.62,5.83
23/04/2003,-0.06,0.63,5.95
24/04/2003,-0.37,0.26,5.91
25/04/2003,-0.61,0.16,5.69
28/04/2003,-0.4,0.48,5.47
29/04/2003,-0.39,0.39,5.49
30/04/2003,-0.41,0.2,5.46
01/05/2003,-0.46,0.13,5.45
02/05/2003,-0.35,0.09,5.47
05/05/2003,-0.34,0.11,5.37
06/05/2003,-0.27,0.03,5.38
07/05/2003,-0.4,-0.09,5.19
08/05/2003,-0.67,-0.38,4.98
09/05/2003,-0.55,-0.32,4.68
12/05/2003,-0.56,-0.47,4.52
13/05/2003,-0.59,-0.5,4.28
14/05/2003,-0.7,-0.62,3.95
15/05/2003,-0.67,-0.49,3.77
16/05/2003,-0.76,-0.49,3.79
19/05/2003,-1.16,-0.86,3.45
20/05/2003,-1.2,-0.85,3.34
21/05/2003,-1.23,-0.89,3.25
22/05/2003,-1.11,-0.82,3.31
23/05/2003,-1.14,-1.01,3.27
26/05/2003,-1.16,-1.05,3.2
27/05/2003,-1.05,-0.94,3.24
28/05/2003,-0.88,-0.8,3.27
29/05/2003,-0.92,-0.83,3.14
30/05/2003,-0.83,-0.78,3.12
02/06/2003,-0.64,-0.66,3.32
03/06/2003,-0.73,-0.8,3.24
04/06/2003,-0.59,-0.67,3.19
05/06/2003,-0.6,-0.85,3.34
06/06/2003,-0.41,-0.63,3.27
09/06/2003,-0.53,-0.72,3.32
10/06/2003,-0.47,-0.61,3.16
11/06/2003,-0.33,-0.54,3.16
12/06/2003,-0.23,-0.44,3.21
13/06/2003,-0.33,-0.56,3.21
16/06/2003,0,-0.23,3.25
17/06/2003,0.19,-0.27,3.34
18/06/2003,0.35,-0.2,3.43
19/06/2003,0.22,-0.38,3.34
20/06/2003,0.25,-0.37,3.25
23/06/2003,0.01,-0.6,3.14
24/06/2003,-0.02,-0.39,3.11
25/06/2003,-0.01,-0.36,3.09
26/06/2003,0.16,-0.3,3.2
27/06/2003,0.18,-0.38,3.2
30/06/2003,0.09,-0.46,2.83
01/07/2003,0.01,-0.77,2.57
02/07/2003,0.26,-0.7,2.66
03/07/2003,0.32,-0.74,2.68
04/07/2003,0.3,-0.67,2.72
07/07/2003,0.64,-0.52,2.85
08/07/2003,0.74,-0.48,2.93
09/07/2003,0.65,-0.53,2.99
10/07/2003,0.5,-0.48,2.95
11/07/2003,0.63,-0.14,3.17
14/07/2003,0.88,0.07,3.26
15/07/2003,1,0.14,3.47
16/07/2003,1,0.15,3.63
17/07/2003,0.87,0.18,3.64
18/07/2003,1.04,0.23,3.72
21/07/2003,0.99,0.13,3.79
22/07/2003,1.17,0.22,3.87
23/07/2003,1.18,0.08,3.93
24/07/2003,1.41,0.43,3.93
25/07/2003,1.49,0.22,3.91
28/07/2003,1.78,0.48,3.98
29/07/2003,1.86,0.57,3.92
